lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"sala de armazenamento de bagagem","baggage storage room",83,NOUN,8,1,"É um espaço que os estabelecimentos de hospedagem devem disponibilizar para armazenar o bagagem dos hóspedes.",Building_subparts,2392,"Lemma not found in database"
"banheiro privado","private bathroom",83,NOUN,8,1,"Um banheiro dentro de um quarto, para uso exclusivo do hóspede ou da pessoa que fica naquele quarto.",Building_subparts,2393,"Lemma not found in database"
"Andar ou piso de uma construção",storey,83,NOUN,8,1,"a altura que o edifício tem entre dois níveis de piso.",Building_subparts,2394,"Lemma not found in database"
térreo,"ground floor",83,NOUN,8,1,"o chão de um edifício no nível do solo.",Building_subparts,2399,"Lemma not found in database"
Montes,oodles,83,NOUN,8,1,"COD: um número ou quantidade muito grande",Quantified_mass,2400,"Lemma not found in database"
montes,scads,83,NOUN,8,1,"COD: uma grande quantidade ou número.",Quantified_mass,2405,"Lemma not found in database"
centenas,hundreds,83,NOUN,8,1,"COD: um número grande não especificado",Quantified_mass,2406,"Lemma not found in database"
milhares,thousands,83,NOUN,8,1,"COD: um número grande não especificado",Quantified_mass,2407,"Lemma not found in database"
dezenas,dozens,83,NOUN,8,1,"FN: um número indefinidamente grande",Quantified_mass,2410,"Lemma not found in database"
poucos,few,83,NOUN,8,1,"COD: um pequeno número de",Quantified_mass,2421,"Lemma not found in database"
vários,several,83,NOUN,8,1,"COD: mais de dois, mas não muitos.",Quantified_mass,2423,"Lemma not found in database"
vários,several,84,ADJ,1,1,"FN: consistindo de mais de dois, mas não muitos",Quantified_mass,2424,"Lemma not found in database"
poucos,few,84,ADJ,1,1,"COD: não muito.",Quantified_mass,2425,"Lemma not found in database"
alguns,"a few",87,DET,6,1,"COD: um pequeno número de.",Quantified_mass,2426,"Lemma not found in database"
muitos,many,84,ADJ,1,1,"COD: um grande número de",Quantified_mass,2427,"Lemma not found in database"
numerosos,numerous,84,ADJ,1,1,"COD: vários",Quantified_mass,2429,"Lemma not found in database"
"um pouco","a little",83,NOUN,8,1,"FN: uma pequena quantidade",Quantified_mass,2432,"Lemma not found in database"
Montes,oodles,83,NOUN,8,1,"COD: um número ou quantidade muito grande",Quantified_mass,2436,"Lemma not found in database"
"bacia de captação","catchment basin",83,NOUN,8,1,"Uma depressão natural na superfície da terra, geralmente coberta com água (por exemplo, formando um lago); uma área da qual o escoamento superficial é levado embora por um único sistema de drenagem; uma área de terra onde toda a chuva e neve derretida se move naturalmente para o mesmo corpo d'água.",Natural_features,2438,"Lemma not found in database"
"bacia de drenagem","drainage basin",83,NOUN,8,1,"Uma depressão natural na superfície da terra, muitas vezes coberta com água (por exemplo, formando um lago); uma área de onde o escoamento superficial é levado por um único sistema de drenagem; uma área de terra onde toda a chuva e neve derretida se move naturalmente para o mesmo corpo de água.",Natural_features,2440,"Lemma not found in database"
"área de drenagem","drainage area",83,NOUN,8,1,"A área geográfica inteira drenada por um rio e seus afluentes; uma área caracterizada por todos os efluentes serem conduzidos para a mesma saída;",Natural_features,2441,"Lemma not found in database"
"área de captação de água","water catchment area",83,NOUN,8,1,"A bacia estrutural é uma formação estrutural em larga escala de estratos rochosos formada pela deformação tectônica de estratos previamente planos. A drenagem da bacia ou da bacia hidrográfica é uma extensão ou área de terra onde a água da superfície da chuva, do derretimento da neve ou do gelo converge para um único ponto de elevação mais baixa, geralmente a saída da bacia, onde as águas se juntam a outro corpo de água, como um rio, lago, reservatório, estuário, zona úmida, mar ou oceano.",Natural_features,2442,"Lemma not found in database"
"bacia estrutural","structural basin",83,NOUN,8,1,"Depressão geológica;",Natural_features,2443,"Lemma not found in database"
bosquete,woodlet,83,NOUN,8,1,"Pequeno grupo de árvores;Um jardim ou uma área de terra para o cultivo de árvores frutíferas ou de nozes;Uma pomar de árvores frutíferas;Área onde as árvores são plantadas para fins comerciais;Jardim composto por um pequeno bosque cultivado sem sub-bosque;",Natural_features,2445,"Lemma not found in database"
"via navegável",waterway,83,NOUN,8,1,"Uma via navegável é qualquer corpo de água navegável.",Natural_features,2452,"Lemma not found in database"
"canal de rio","stream channel",83,NOUN,8,1,"Um corpo de água profundo e relativamente estreito (como um rio ou um porto ou um estreito que liga dois corpos maiores de água) que permite o melhor percurso para os navios.",Natural_features,2453,"Lemma not found in database"
"cadeia de montanhas","chain of mountains",83,NOUN,8,1,"uma série de colinas ou montanhas.",Natural_features,2456,"Lemma not found in database"
"duna de areia","sand dune",83,NOUN,8,1,"Uma crista de areia criada pelo vento; encontrada em desertos ou perto de lagos e oceanos.",Natural_features,2457,"Lemma not found in database"
"lagoa de natação natural","swimming pond",83,NOUN,8,1,"Uma piscina ou lagoa de natação natural é um sistema que consiste em um corpo de água construído, onde a água é contida por uma membrana isolante ou membranas, em que não são usados produtos químicos ou dispositivos que desinfetam ou esterilizam a água, e toda a clarificação e purificação da água é alcançada através de filtros biológicos e plantas enraizadas hidroponicamente no sistema.",Natural_features,2464,"Lemma not found in database"
"curso de água",watercourse,83,NOUN,8,1,"Um corpo natural de água corrente que flui sobre ou sob a terra.",Natural_features,2466,"Lemma not found in database"
"lago de montanha",tarn,83,NOUN,8,1,"COD: um pequeno lago de montanha",Natural_features,2474,"Lemma not found in database"
crevasse,crevasse,83,NOUN,8,1,"COD: uma fenda profunda em um glaciar ou campo de gelo.",Natural_features,2475,"Lemma not found in database"
fiordo,fjord,83,NOUN,8,1,"COD: uma longa e estreita entrada no mar entre falésias altas, tipicamente formada pela submersão de um vale glacial e encontrada principalmente na Noruega.",Natural_features,2476,"Lemma not found in database"
canyon,canyon,83,NOUN,8,1,"COD: uma garganta profunda, especialmente uma com um rio fluindo através dela.",Natural_features,2480,"Lemma not found in database"
"banco de gelo",floe,83,NOUN,8,1,"COD: uma camada de gelo flutuante.",Natural_features,2487,"Lemma not found in database"
combe,coombe,83,NOUN,8,1,"COD: uma curta vale ou saliência em uma colina ou costa, especialmente no sul da Inglaterra.",Natural_features,2495,"Lemma not found in database"
crater,crater,83,NOUN,8,1,"COD: uma grande cavidade em forma de tigela, especialmente aquela causada por uma explosão ou impacto ou formando a boca de um vulcão.",Natural_features,2496,"Lemma not found in database"
gráben,graben,83,NOUN,8,1,"COD: um bloco alongado da crosta terrestre que fica entre duas falhas e é deslocado para baixo, como em uma vale de rachadura.",Natural_features,2503,"Lemma not found in database"
morena,moraine,83,NOUN,8,1,"COD: uma massa de rochas e sedimentos transportados e depositados por um glaciar.",Natural_features,2510,"Lemma not found in database"
"Monte submarino",seamount,83,NOUN,8,1,"FN: uma montanha submarina que emerge do fundo do mar",Natural_features,2515,"Lemma not found in database"
guyot,guyot,83,NOUN,8,1,"COD: uma montanha submarina com topo plano.",Natural_features,2516,"Lemma not found in database"
rápidos,rapids,83,NOUN,8,1,"FN: uma parte de um rio onde a corrente é forte e a superfície é frequentemente quebrada por obstáculos",Natural_features,2521,"Lemma not found in database"
"anfiteatro glaciar",cirque,83,NOUN,8,1,"COD: uma fenda com lados íngremes na cabeceira de um vale ou em uma montanha.",Natural_features,2522,"Lemma not found in database"
"resort à beira-mar","beach resort",83,NOUN,8,1,,Natural_features,2528,"Lemma not found in database"
"Característica natural","natural feature",83,NOUN,8,1,,Natural_features,2529,"Lemma not found in database"
"parque de diversões",fairground,83,NOUN,8,1,,Natural_features,2530,"Lemma not found in database"
"Parque da cidade","city park",83,NOUN,8,1,,Natural_features,2531,"Lemma not found in database"
"Pico da montanha","mountain peak",83,NOUN,8,1,,Natural_features,2532,"Lemma not found in database"
"área de caminhada","hiking area",83,NOUN,8,1,,Natural_features,2533,"Lemma not found in database"
"grupo de ilhas","island group",83,NOUN,8,1,"Um grupo de muitas ilhas incluindo as águas que as rodeiam; Um grupo de ilhas onde as ilhas são entrelaçadas como numa cadeia; Um aglomerado de várias ilhas.",Natural_features,2535,"Lemma not found in database"
enseadas,inlets,83,NOUN,8,1,"Uma extensão de água mais ampla (frequentemente entre falésias rochosas).",Natural_features,2539,"Lemma not found in database"
"linha da praia",beachline,83,NOUN,8,1,"A terra ao longo da borda de um corpo d'água.",Natural_features,2547,"Lemma not found in database"
"orla marítima","sea shore",83,NOUN,8,1,"A costa ou a linha costeira é a frisa de terra no limite de um grande corpo de água, como um oceano, mar ou lago.",Natural_features,2548,"Lemma not found in database"
"Mirante panorâmico","scenic overlook",83,NOUN,8,1,"Um lugar alto que oferece uma boa vista;",Natural_features,2549,"Lemma not found in database"
"costa marítima",seacoast,83,NOUN,8,1,"A costa de um mar ou oceano;",Natural_features,2552,"Lemma not found in database"
"Zona úmida",wetland,83,NOUN,8,1,"Uma área baixa onde o solo está saturado de água;",Natural_features,2553,"Lemma not found in database"
"zona úmida arborizada","forested wetland",83,NOUN,8,1,"A pântano é uma zona húmida coberta por vegetação arbórea.",Natural_features,2554,"Lemma not found in database"
"fluxo de água","water flow",83,NOUN,8,1,"Um fluxo ou corrente de água.",Natural_features,2559,"Lemma not found in database"
Aquífero,aquifer,83,NOUN,8,1,"corpo rochoso que contém ou transmite água subterrânea.",Natural_features,2560,"Lemma not found in database"
caídas,falls,83,NOUN,8,1,"COD: uma cachoeira ou cascata.",Natural_features,2563,"Lemma not found in database"
céus,skies,83,NOUN,8,1,"A atmosfera visível que pode ser vista pelo olho humano, onde é possível ver o movimento das estrelas acima do horizonte.",Natural_features,2564,"Lemma not found in database"
"bairro de negócios","business district",83,NOUN,8,1,"o centro da cidade é um termo principalmente usado na América do Norte por falantes de inglês para se referir ao núcleo ou distrito comercial central de uma cidade, muitas vezes em um sentido geográfico, comercial ou comunitário. Um distrito comercial central é o coração comercial e frequentemente geográfico de uma cidade.",Locale,2570,"Lemma not found in database"
"cidade central","central city",83,NOUN,8,1,"a parte central de uma cidade.",Locale,2571,"Lemma not found in database"
"cidade natal",hometown,83,NOUN,8,1,"Cidade de nascimento de uma entidade.",Locale,2576,"Lemma not found in database"
"em qualquer lugar",anywhere,89,ADV,3,1,"Qualquer lugar.",Locale,2577,"Lemma not found in database"
"floresta tropical",rainforest,83,NOUN,8,1,"COD: uma floresta exuberante e densa encontrada em regiões tropicais com precipitação constante e pesada.",Biological_area,2579,"Lemma not found in database"
taiga,taiga,83,NOUN,8,1,"COD: pântano de floresta conífera de altas latitudes setentrionais, especialmente entre a tundra e as estepes da Sibéria.",Biological_area,2586,"Lemma not found in database"
"mata verde",greenwood,83,NOUN,8,1,"COD: uma madeira ou floresta em folhagem, especialmente como refúgio para fora-da-lei.",Biological_area,2596,"Lemma not found in database"
bosquete,spinney,83,NOUN,8,1,"COD: uma pequena área de árvores e arbustos.",Biological_area,2597,"Lemma not found in database"
arboreto,shrubbery,83,NOUN,8,1,"FN: uma área repleta de arbustos",Biological_area,2599,"Lemma not found in database"
"fecho de pressão",snap,83,NOUN,8,1,"COD: um fecho de pressão",Clothing_parts,2605,"Lemma not found in database"
viscondado,viscountcy,83,NOUN,8,1,"FN: a jurisdição de um visconde",Political_locales,2623,"Lemma not found in database"
Megalópolis,megalopolis,83,NOUN,8,1,"COD: uma cidade muito grande e densamente povoada ou um complexo urbano",Political_locales,2628,"Lemma not found in database"
Cidade-estado,city-state,83,NOUN,8,1,"COD: uma cidade e território circundante que formam um estado independente.",Political_locales,2631,"Lemma not found in database"
"capital da nação","nation's capital",83,NOUN,8,1,"Um assento de governo;Uma cidade designada como sede legislativa pelo governo ou alguma outra autoridade, muitas vezes a cidade onde o governo está localizado; caso contrário, a mais importante cidade dentro de um país ou uma subdivisão dele.",Political_locales,2638,"Lemma not found in database"
"capital provincial","provincial capital",83,NOUN,8,1,"A capital cidade ou capital município que goza de um estatuto primário num estado, país, província ou outra região, geralmente como sua sede do governo.",Political_locales,2639,"Lemma not found in database"
"emprego na cidade","city employment",83,NOUN,8,1,"Uma cidade é um assentamento humano relativamente grande e permanente.",Political_locales,2640,"Lemma not found in database"
"centro urbano","urban center",83,NOUN,8,1,"Uma grande e densamente povoada área urbana; pode incluir vários distritos administrativos independentes;",Political_locales,2641,"Lemma not found in database"
"divisão territorial","territorial division",83,NOUN,8,1,"Um distrito é um tipo de divisão administrativa que, em alguns países, é administrado pelo governo local; Em política internacional, um território é uma área geográfica não soberana que ficou sob a autoridade de outro governo; que não foi concedida os poderes de autogoverno normalmente delegados a divisões territoriais secundárias; ou ambos.",Political_locales,2642,"Lemma not found in database"
"cidade metropolitana","metropolitan city",83,NOUN,8,1,"Uma grande cidade, especificamente aquela cidade em um país que é sede de governo, autoridade eclesiástica ou atividade comercial;Um grupo de assentamentos humanos que oferecem todos os serviços necessários (ou seja, administração civil, economia, transporte, cultura e educação) ligados à vida urbana e geralmente compreende uma ou duas cidades e seus subúrbios;Termo usado genericamente hoje para denotar qualquer forma urbana, mas aplicado particularmente a grandes assentamentos urbanos. No entanto, não existem definições acordadas para separar uma cidade de uma grande metrópole ou de uma cidade menor;Uma metrópole é uma grande cidade ou área urbana que é um importante centro econômico, político e cultural para um país ou região, e um importante centro de conexões regionais ou internacionais, comércio e comunicações.",Political_locales,2643,"Lemma not found in database"
